Incident_ID,Asset_ID,Serial_Number,Incident_Date,Issue_Type,Resolution_Days,Repair_Cost
INC000374,AST000638,APP4199700637,2023-08-16,Network Issue,4,66.96
INC000375,AST000642,APP2885380641,2020-07-01,Network Issue,4,160.77
INC000376,AST000643,HP4327490642,2023-02-14,Software Issue,12,346.27
INC000377,AST000643,HP4327490642,2024-05-14,Performance Issue,7,58.4
INC000378,AST000644,LEN4893980643,2023-12-10,Software Issue,13,305.93
INC000379,AST000644,LEN4893980643,2022-09-30,Performance Issue,2,161.66
INC000380,AST000644,LEN4893980643,2023-01-19,Network Issue,6,205.94
INC000381,AST000645,APP4861920644,2023-11-07,Network Issue,13,249.9
INC000382,AST000645,APP4861920644,2020-02-28,Hardware Failure,7,462.68
INC000383,AST000645,APP4861920644,2020-10-03,Hardware Failure,4,439.31
INC000384,AST000650,MIC5069670649,2022-02-24,Hardware Failure,1,465.14
INC000385,AST000650,MIC5069670649,2024-05-10,Network Issue,8,256.76
INC000386,AST000654,MIC3429280653,2024-04-24,Software Issue,7,398.55
INC000387,AST000656,APP8671730655,2024-05-13,Software Issue,11,299.61
INC000388,AST000656,APP8671730655,2024-07-20,Software Issue,9,350.67
INC000389,AST000659,HP6562280658,2019-07-25,Performance Issue,10,366.56
INC000390,AST000659,HP6562280658,2022-10-10,Network Issue,10,71.03
INC000391,AST000662,MIC3320600661,2024-03-21,Software Issue,15,454.86
INC000392,AST000662,MIC3320600661,2023-02-02,Software Issue,15,231.95
INC000393,AST000662,MIC3320600661,2024-07-18,Hardware Failure,13,309.67
INC000394,AST000664,HP2075000663,2024-01-12,Software Issue,14,265.05
INC000395,AST000664,HP2075000663,2022-08-18,Software Issue,2,218.73
INC000396,AST000666,MIC4273540665,2019-04-18,Hardware Failure,10,271.99
INC000397,AST000666,MIC4273540665,2024-04-05,Software Issue,11,460.02
INC000398,AST000668,DEL4256980667,2024-06-23,Performance Issue,9,313.04
INC000399,AST000668,DEL4256980667,2023-09-01,Hardware Failure,12,361.88
INC000400,AST000672,DEL5950430671,2024-02-03,Network Issue,11,168.46
INC000401,AST000672,DEL5950430671,2022-03-24,Hardware Failure,8,143.6
INC000402,AST000673,HP6638520672,2024-09-04,Network Issue,4,377.32
INC000403,AST000673,HP6638520672,2022-11-17,Hardware Failure,1,65.91
INC000404,AST000674,APP4851150673,2022-08-24,Network Issue,5,295.43
INC000405,AST000674,APP4851150673,2024-01-07,Software Issue,12,188.87
INC000406,AST000676,MIC4390440675,2024-03-10,Performance Issue,4,262.67
INC000407,AST000679,MIC1136250678,2023-11-17,Hardware Failure,7,495.07
INC000408,AST000679,MIC1136250678,2023-12-09,Performance Issue,14,112.61
INC000409,AST000681,LEN4295000680,2023-12-04,Network Issue,7,122.88
INC000410,AST000683,MIC4677190682,2020-10-06,Network Issue,9,160.39
INC000411,AST000683,MIC4677190682,2019-11-20,Hardware Failure,14,101.81
INC000412,AST000683,MIC4677190682,2024-10-02,Hardware Failure,3,158.99
INC000413,AST000684,DEL3280920683,2022-05-13,Software Issue,5,365.03
INC000414,AST000685,HP2857150684,2022-07-05,Software Issue,4,141.63
INC000415,AST000685,HP2857150684,2024-06-08,Hardware Failure,5,174.74
INC000416,AST000687,APP7617700686,2021-07-01,Performance Issue,11,302.61
INC000417,AST000689,HP4542910688,2024-03-21,Network Issue,10,90.76
INC000418,AST000690,DEL8883710689,2024-05-17,Hardware Failure,14,340.11
INC000419,AST000690,DEL8883710689,2024-10-18,Performance Issue,11,294.49
INC000420,AST000691,DEL5577540690,2023-06-06,Hardware Failure,8,291.48
INC000421,AST000691,DEL5577540690,2023-12-06,Hardware Failure,5,490.48
INC000422,AST000696,APP8466100695,2021-05-21,Network Issue,15,434.34
INC000423,AST000697,HP3953980696,2019-09-03,Hardware Failure,5,135.64
INC000424,AST000697,HP3953980696,2021-06-01,Software Issue,6,76.32
INC000425,AST000697,HP3953980696,2023-02-08,Software Issue,5,186.51
INC000426,AST000698,LEN1373450697,2024-07-07,Software Issue,3,345.26
INC000427,AST000698,LEN1373450697,2023-02-13,Network Issue,5,373.78
INC000428,AST000699,MIC9656740698,2024-05-20,Performance Issue,5,169.51
INC000429,AST000699,MIC9656740698,2023-07-28,Performance Issue,11,323.37
INC000430,AST000699,MIC9656740698,2024-05-11,Performance Issue,13,427.91
INC000431,AST000700,DEL8830410699,2024-03-08,Software Issue,15,229.84
INC000432,AST000704,HP1871280703,2022-04-25,Network Issue,6,414.74
INC000433,AST000704,HP1871280703,2021-01-25,Performance Issue,12,132.91
INC000434,AST000706,MIC8877750705,2023-10-19,Hardware Failure,14,167.03
INC000435,AST000706,MIC8877750705,2023-11-26,Network Issue,6,326.56
INC000436,AST000706,MIC8877750705,2024-07-25,Software Issue,12,425.12
INC000437,AST000710,HP7725340709,2023-12-21,Software Issue,2,135.5
INC000438,AST000710,HP7725340709,2022-09-29,Hardware Failure,15,92.19
INC000439,AST000710,HP7725340709,2023-09-29,Hardware Failure,2,191.96
INC000440,AST000711,HP6634430710,2021-04-26,Performance Issue,7,68.47
INC000441,AST000711,HP6634430710,2022-04-27,Software Issue,7,406.48
INC000442,AST000711,HP6634430710,2021-12-06,Software Issue,11,433.74
INC000443,AST000712,DEL8901830711,2020-04-21,Performance Issue,5,221.72
INC000444,AST000712,DEL8901830711,2022-11-28,Software Issue,2,196.55
INC000445,AST000715,APP4818510714,2020-05-15,Performance Issue,3,366.99
INC000446,AST000715,APP4818510714,2020-11-23,Performance Issue,12,307.25
INC000447,AST000715,APP4818510714,2023-04-28,Software Issue,8,216.97
INC000448,AST000716,MIC6054680715,2021-02-23,Network Issue,13,412.5
INC000449,AST000721,APP3975390720,2023-06-06,Software Issue,13,237.05
INC000450,AST000721,APP3975390720,2020-09-30,Performance Issue,4,253.84
INC000451,AST000721,APP3975390720,2022-01-24,Performance Issue,9,234.23
INC000452,AST000723,MIC7391350722,2022-08-24,Network Issue,3,395.98
INC000453,AST000723,MIC7391350722,2023-11-04,Network Issue,13,82.43
INC000454,AST000724,HP3398340723,2023-02-02,Software Issue,1,197.56
INC000455,AST000726,HP5482640725,2022-07-22,Software Issue,15,119.38
INC000456,AST000726,HP5482640725,2020-02-27,Network Issue,3,464.62
INC000457,AST000738,LEN3880600737,2019-05-06,Performance Issue,8,289.56
INC000458,AST000738,LEN3880600737,2023-09-12,Software Issue,10,100.87
INC000459,AST000739,HP9632400738,2024-10-29,Hardware Failure,13,375.32
INC000460,AST000739,HP9632400738,2024-10-28,Software Issue,6,473.39
INC000461,AST000739,HP9632400738,2024-10-31,Software Issue,8,468.01
INC000462,AST000746,MIC4831720745,2022-05-18,Software Issue,9,326.84
INC000463,AST000748,HP2050020747,2024-07-26,Performance Issue,14,456.8
INC000464,AST000748,HP2050020747,2023-03-26,Hardware Failure,3,244.5
INC000465,AST000748,HP2050020747,2024-07-14,Performance Issue,8,417.46
INC000466,AST000750,MIC7774680749,2024-10-28,Network Issue,5,450.46
INC000467,AST000752,MIC5000330751,2024-06-08,Performance Issue,13,269.5
INC000468,AST000752,MIC5000330751,2023-12-15,Performance Issue,7,287.49
INC000469,AST000754,DEL8477340753,2022-06-21,Hardware Failure,12,489.31
INC000470,AST000756,DEL1390860755,2024-08-13,Performance Issue,6,81.55
INC000471,AST000757,HP4760070756,2022-08-16,Network Issue,12,311.81
INC000472,AST000757,HP4760070756,2022-12-21,Software Issue,9,280.94
INC000473,AST000761,MIC4395660760,2020-09-21,Hardware Failure,10,411.58
INC000474,AST000761,MIC4395660760,2020-09-29,Hardware Failure,1,483.9
INC000475,AST000762,DEL3555170761,2023-01-20,Software Issue,1,244.97
INC000476,AST000766,LEN4248750765,2019-08-24,Software Issue,1,274.13
INC000477,AST000766,LEN4248750765,2019-12-19,Network Issue,1,338.88
INC000478,AST000769,DEL3731590768,2023-05-15,Software Issue,15,181.13
INC000479,AST000769,DEL3731590768,2023-11-18,Performance Issue,3,55.78
INC000480,AST000775,HP6076200774,2022-08-04,Software Issue,5,170.12
INC000481,AST000775,HP6076200774,2020-07-31,Hardware Failure,10,309.77
INC000482,AST000777,HP4358690776,2024-10-28,Software Issue,3,109.1
INC000483,AST000777,HP4358690776,2024-02-21,Hardware Failure,14,232.03
INC000484,AST000782,HP4889180781,2021-02-17,Performance Issue,2,111.39
INC000485,AST000782,HP4889180781,2023-08-20,Hardware Failure,11,353.84
INC000486,AST000784,LEN2503270783,2022-11-19,Network Issue,15,416.82
INC000487,AST000784,LEN2503270783,2023-03-07,Performance Issue,14,83.47
INC000488,AST000784,LEN2503270783,2022-04-07,Hardware Failure,2,68.43
INC000489,AST000785,DEL1612550784,2024-06-08,Network Issue,1,148.55
INC000490,AST000789,LEN9010870788,2024-04-02,Hardware Failure,15,217.9
INC000491,AST000789,LEN9010870788,2022-09-15,Software Issue,4,360.3
INC000492,AST000792,APP4740230791,2021-01-21,Performance Issue,14,80.51
INC000493,AST000792,APP4740230791,2020-09-30,Network Issue,10,79.83
INC000494,AST000793,LEN6581620792,2023-10-20,Network Issue,10,322.24
INC000495,AST000793,LEN6581620792,2024-07-20,Hardware Failure,6,470.62
INC000496,AST000793,LEN6581620792,2022-03-23,Software Issue,1,250.72
INC000497,AST000797,APP5803390796,2024-04-23,Hardware Failure,15,491.8
INC000498,AST000797,APP5803390796,2024-06-09,Performance Issue,8,187.92
INC000499,AST000802,DEL8090040801,2024-04-22,Software Issue,4,275.95
INC000500,AST000802,DEL8090040801,2024-03-06,Hardware Failure,4,471.56
INC000501,AST000802,DEL8090040801,2023-11-09,Network Issue,11,114.52
INC000502,AST000803,MIC2973400802,2020-09-08,Network Issue,10,98.73
INC000503,AST000805,DEL1925170804,2023-05-29,Hardware Failure,7,343.58
INC000504,AST000805,DEL1925170804,2022-08-15,Software Issue,5,480.82
INC000505,AST000807,APP5554810806,2024-08-30,Performance Issue,8,474.29
INC000506,AST000807,APP5554810806,2023-10-14,Performance Issue,1,57.43
INC000507,AST000807,APP5554810806,2024-07-10,Network Issue,12,426.05
INC000508,AST000808,MIC7363020807,2023-11-22,Network Issue,13,275.6
INC000509,AST000808,MIC7363020807,2022-07-15,Hardware Failure,13,75.93
INC000510,AST000808,MIC7363020807,2023-04-19,Network Issue,14,162.62
INC000511,AST000809,APP4229690808,2021-09-06,Performance Issue,9,67.3
INC000512,AST000809,APP4229690808,2021-06-19,Software Issue,3,439.76
INC000513,AST000812,MIC5085000811,2023-10-03,Performance Issue,13,311.53
INC000514,AST000814,MIC4126610813,2023-01-09,Network Issue,11,313.75
INC000515,AST000814,MIC4126610813,2021-08-13,Performance Issue,5,105.98
INC000516,AST000815,DEL8406050814,2022-12-15,Performance Issue,10,100.97
INC000517,AST000815,DEL8406050814,2022-09-12,Software Issue,14,174.73
INC000518,AST000815,DEL8406050814,2023-11-01,Hardware Failure,3,373.73
INC000519,AST000816,MIC2866440815,2021-08-21,Hardware Failure,2,392.07
INC000520,AST000816,MIC2866440815,2024-05-04,Hardware Failure,6,144.97
INC000521,AST000819,HP9027230818,2024-08-14,Performance Issue,14,315.12
INC000522,AST000819,HP9027230818,2020-06-23,Performance Issue,7,86.83
INC000523,AST000819,HP9027230818,2022-08-24,Network Issue,14,353.6
INC000524,AST000820,APP5164740819,2022-07-22,Hardware Failure,3,497.8
INC000525,AST000820,APP5164740819,2022-04-03,Hardware Failure,8,462.72
INC000526,AST000823,APP5074460822,2024-10-31,Performance Issue,4,346.11
INC000527,AST000823,APP5074460822,2024-10-31,Hardware Failure,11,397.42
INC000528,AST000823,APP5074460822,2024-10-31,Hardware Failure,10,125.0
INC000529,AST000824,HP5666790823,2024-10-21,Software Issue,1,370.41
INC000530,AST000827,APP6024470826,2023-04-19,Software Issue,5,132.32
INC000531,AST000827,APP6024470826,2022-05-16,Hardware Failure,7,299.11
INC000532,AST000827,APP6024470826,2019-04-06,Performance Issue,9,95.01
INC000533,AST000842,APP4180790841,2023-10-31,Software Issue,11,353.57
INC000534,AST000842,APP4180790841,2021-04-19,Performance Issue,3,56.87
INC000535,AST000850,APP9489030849,2023-09-10,Performance Issue,5,495.0
INC000536,AST000850,APP9489030849,2020-02-06,Network Issue,14,237.49
INC000537,AST000850,APP9489030849,2024-07-29,Network Issue,4,416.88
INC000538,AST000856,MIC9022190855,2022-04-18,Performance Issue,12,205.13
INC000539,AST000856,MIC9022190855,2021-07-25,Performance Issue,9,195.23
INC000540,AST000857,MIC3171920856,2021-06-21,Performance Issue,2,95.46
INC000541,AST000857,MIC3171920856,2020-08-31,Hardware Failure,1,303.08
INC000542,AST000857,MIC3171920856,2019-03-12,Software Issue,9,96.13
INC000543,AST000860,DEL3402160859,2024-01-08,Network Issue,7,317.68
INC000544,AST000860,DEL3402160859,2023-04-25,Hardware Failure,11,161.64
INC000545,AST000860,DEL3402160859,2020-08-07,Performance Issue,10,95.73
INC000546,AST000863,DEL8911640862,2022-05-07,Hardware Failure,7,95.22
INC000547,AST000863,DEL8911640862,2021-10-15,Network Issue,7,119.6
INC000548,AST000863,DEL8911640862,2022-10-03,Performance Issue,12,364.43
INC000549,AST000865,LEN5011560864,2022-03-18,Hardware Failure,15,485.17
INC000550,AST000865,LEN5011560864,2024-10-04,Hardware Failure,9,361.55
INC000551,AST000865,LEN5011560864,2022-03-17,Software Issue,9,203.58
INC000552,AST000870,MIC1977160869,2023-10-31,Hardware Failure,4,83.45
INC000553,AST000872,LEN7050730871,2021-11-01,Network Issue,12,250.95
INC000554,AST000872,LEN7050730871,2021-07-27,Network Issue,5,448.71
INC000555,AST000872,LEN7050730871,2024-03-21,Network Issue,6,215.36
INC000556,AST000874,MIC2033860873,2020-11-18,Software Issue,15,59.7
INC000557,AST000874,MIC2033860873,2019-10-17,Performance Issue,5,57.18
INC000558,AST000876,LEN4524380875,2022-08-17,Software Issue,5,379.23
INC000559,AST000876,LEN4524380875,2024-06-15,Software Issue,11,247.89
INC000560,AST000876,LEN4524380875,2021-08-02,Network Issue,9,279.33
INC000561,AST000877,DEL5940970876,2022-07-09,Software Issue,4,139.49
INC000562,AST000877,DEL5940970876,2021-05-07,Network Issue,13,285.19
INC000563,AST000881,MIC5297900880,2022-03-19,Hardware Failure,2,350.17
INC000564,AST000882,APP7903080881,2022-12-09,Software Issue,14,488.12
INC000565,AST000882,APP7903080881,2022-12-03,Network Issue,4,341.35
INC000566,AST000882,APP7903080881,2022-04-12,Performance Issue,11,117.94
INC000567,AST000885,MIC9391530884,2020-09-27,Software Issue,12,337.76
INC000568,AST000889,HP3695810888,2020-08-03,Hardware Failure,13,114.89
INC000569,AST000890,HP2876640889,2023-06-09,Network Issue,15,225.98
INC000570,AST000890,HP2876640889,2023-07-24,Software Issue,7,118.16
INC000571,AST000891,DEL1191120890,2024-06-25,Hardware Failure,5,154.63
INC000572,AST000891,DEL1191120890,2024-04-29,Network Issue,12,238.02
INC000573,AST000896,DEL4814560895,2023-06-15,Performance Issue,12,458.9
INC000574,AST000898,MIC8888450897,2020-04-24,Hardware Failure,13,128.84
INC000575,AST000898,MIC8888450897,2022-07-25,Network Issue,3,116.37
INC000576,AST000898,MIC8888450897,2021-03-13,Software Issue,6,141.0
INC000577,AST000902,MIC3420690901,2023-09-26,Network Issue,11,56.34
INC000578,AST000905,APP5962210904,2022-11-30,Performance Issue,7,331.67
INC000579,AST000905,APP5962210904,2023-01-27,Network Issue,14,69.34
INC000580,AST000905,APP5962210904,2022-04-27,Performance Issue,1,342.01
INC000581,AST000907,MIC6947060906,2023-12-12,Performance Issue,13,301.55
INC000582,AST000907,MIC6947060906,2021-05-25,Software Issue,2,187.39
INC000583,AST000907,MIC6947060906,2020-02-03,Hardware Failure,5,254.43
INC000584,AST000915,HP2614060914,2024-06-16,Performance Issue,11,472.77
INC000585,AST000915,HP2614060914,2023-10-30,Network Issue,13,480.36
INC000586,AST000915,HP2614060914,2024-07-16,Hardware Failure,10,70.62
INC000587,AST000916,DEL3403930915,2019-06-22,Hardware Failure,15,381.2
INC000588,AST000916,DEL3403930915,2024-02-09,Network Issue,4,367.64
INC000589,AST000916,DEL3403930915,2023-11-12,Hardware Failure,2,172.56
INC000590,AST000920,DEL5832870919,2021-10-26,Software Issue,11,156.45
INC000591,AST000926,MIC9754540925,2021-01-15,Network Issue,5,241.82
INC000592,AST000926,MIC9754540925,2022-10-12,Network Issue,3,160.81
INC000593,AST000926,MIC9754540925,2022-04-22,Software Issue,9,453.93
INC000594,AST000932,HP9458910931,2021-10-03,Hardware Failure,5,134.97
INC000595,AST000936,DEL3368140935,2022-12-29,Software Issue,9,150.22
INC000596,AST000939,HP5050480938,2020-08-30,Software Issue,4,324.08
INC000597,AST000939,HP5050480938,2021-05-28,Hardware Failure,6,391.05
INC000598,AST000939,HP5050480938,2020-07-26,Network Issue,15,148.59
INC000599,AST000941,MIC6770190940,2020-01-13,Hardware Failure,3,108.09
INC000600,AST000941,MIC6770190940,2022-03-19,Performance Issue,8,494.09
INC000601,AST000950,APP9635650949,2024-05-10,Network Issue,5,170.43
INC000602,AST000950,APP9635650949,2023-07-16,Hardware Failure,9,173.77
INC000603,AST000954,APP1829950953,2021-06-27,Hardware Failure,11,139.15
INC000604,AST000954,APP1829950953,2022-07-14,Hardware Failure,1,429.95
INC000605,AST000955,DEL7012900954,2020-12-27,Network Issue,10,460.78
INC000606,AST000955,DEL7012900954,2022-04-22,Network Issue,14,86.93
INC000607,AST000955,DEL7012900954,2020-05-09,Performance Issue,2,262.02
INC000608,AST000958,DEL9224970957,2023-11-24,Software Issue,4,429.22
INC000609,AST000961,HP6970920960,2022-05-02,Hardware Failure,2,417.44
INC000610,AST000961,HP6970920960,2022-08-09,Software Issue,13,480.33
INC000611,AST000961,HP6970920960,2022-10-29,Performance Issue,8,72.13
INC000612,AST000971,LEN1079710970,2024-05-01,Network Issue,5,473.04
INC000613,AST000974,LEN8298910973,2023-06-11,Software Issue,2,109.29
INC000614,AST000974,LEN8298910973,2022-12-17,Network Issue,7,414.7
INC000615,AST000974,LEN8298910973,2022-08-07,Performance Issue,8,171.89
INC000616,AST000975,MIC9484000974,2018-12-10,Network Issue,10,341.53
INC000617,AST000975,MIC9484000974,2022-03-14,Network Issue,6,336.45
INC000618,AST000980,APP3193100979,2022-03-05,Network Issue,13,259.69
INC000619,AST000987,HP2221360986,2021-06-23,Network Issue,10,141.57
INC000620,AST000987,HP2221360986,2021-10-28,Network Issue,5,382.14
INC000621,AST000987,HP2221360986,2022-04-09,Network Issue,9,160.44
INC000622,AST000988,MIC2179780987,2024-02-07,Performance Issue,14,113.65
INC000623,AST000988,MIC2179780987,2024-05-22,Software Issue,2,406.17
INC000624,AST000988,MIC2179780987,2024-07-31,Performance Issue,13,209.77
INC000625,AST000990,APP4167780989,2022-08-22,Software Issue,6,274.47
INC000626,AST000991,DEL2564630990,2020-02-15,Software Issue,5,250.83
INC000627,AST000991,DEL2564630990,2022-07-18,Performance Issue,5,393.01
INC000628,AST000996,LEN4938200995,2021-01-09,Performance Issue,6,286.55
INC000629,AST000996,LEN4938200995,2019-09-12,Network Issue,3,489.25
INC000630,AST000996,LEN4938200995,2023-11-19,Hardware Failure,11,271.57
INC000631,AST000997,LEN3399800996,2021-05-08,Hardware Failure,13,352.0
INC000632,AST000998,LEN1268910997,2024-05-02,Performance Issue,9,72.31
INC000633,AST000998,LEN1268910997,2023-05-12,Network Issue,10,466.35
INC000634,AST000998,LEN1268910997,2023-02-21,Software Issue,14,116.35
INC000635,AST001002,LEN5711521001,2022-06-12,Hardware Failure,11,271.29
INC000636,AST001005,DEL7251191004,2022-03-19,Performance Issue,7,140.66
INC000637,AST001005,DEL7251191004,2021-05-21,Hardware Failure,3,150.17
INC000638,AST001005,DEL7251191004,2022-07-09,Performance Issue,4,271.77
INC000639,AST001007,MIC7572861006,2020-07-02,Software Issue,8,453.09
INC000640,AST001012,APP9852611011,2022-06-28,Software Issue,2,195.15
INC000641,AST001016,LEN8070971015,2023-09-16,Hardware Failure,12,110.86
INC000642,AST001020,APP3885861019,2020-11-11,Performance Issue,4,270.03
INC000643,AST001021,MIC1714601020,2022-04-12,Hardware Failure,2,246.6
