CI_ID,Serial_Number,Discovered_User,Discovered_Encryption,Last_Discovery_Date,Discovery_Source
CI579870,APP6468020494,user4644,,2024-09-16,SCCM
CI965169,DEL3477890495,user3845,Encrypted,2024-09-03,Intune
CI378607,LEN5175890496,user8883,Encrypted,2024-09-02,Intune
CI894400,MIC7240940497,user2363,Encrypted,2024-10-22,Intune
CI446248,APP8605790498,user1210,Encrypted,2024-08-17,JAMF
CI412222,APP9087350499,user4182,,2024-08-20,JAMF
CI617416,APP2550670500,user1462,,2024-10-20,Intune
CI522335,HP5434890501,user2316,,2024-08-09,JAMF
CI697159,LEN8851000502,user9000,Unknown,2024-09-15,JAMF
CI873311,LEN2408570503,user3890,Encrypted,2024-09-09,JAMF
CI211547,APP1836860504,user2789,Encrypted,2024-10-08,Intune
CI734231,LEN7976400505,,Encrypted,2024-10-07,SCCM
CI397719,LEN4863260507,user5578,,2024-10-23,Intune
CI646650,APP9325270508,user5168,Encrypted,2024-09-05,SCCM
CI473210,DEL4159860509,,,2024-08-05,JAMF
CI702813,APP8522930511,user2059,Encrypted,2024-09-06,JAMF
CI387288,MIC9137350515,user9914,,2024-08-20,JAMF
CI515906,APP8620570516,user7412,,2024-08-21,SCCM
CI528759,HP4728560518,user3756,Encrypted,2024-08-11,SCCM
CI231263,MIC9135370519,user1109,,2024-09-09,Intune
CI964075,APP1991460520,user8856,,2024-09-29,JAMF
CI983890,MIC1410440522,user8327,Encrypted,2024-08-17,JAMF
CI554539,HP6446750523,user1001,Encrypted,2024-10-24,SCCM
CI757137,APP2485480524,,Unknown,2024-08-28,JAMF
CI639074,MIC5460040525,user2364,Encrypted,2024-09-04,Intune
CI198705,DEL3832460526,,,2024-08-25,JAMF
CI248931,LEN8606570529,user5380,Not Encrypted,2024-09-20,Intune
CI725886,HP4205090530,user4748,Encrypted,2024-09-07,SCCM
CI414475,DEL5445790531,user9074,Not Encrypted,2024-09-28,Intune
CI656430,MIC9633590532,user5001,Unknown,2024-09-29,JAMF
CI745901,APP3618970533,user8465,Encrypted,2024-09-02,Intune
CI995269,APP9895610534,user1580,,2024-10-05,Intune
CI486845,MIC5306700535,user2388,,2024-10-23,SCCM
CI152237,HP6768460537,user5354,Encrypted,2024-08-27,Intune
CI447200,MIC9701450538,user4874,,2024-10-14,SCCM
CI661113,APP7986980539,user5317,,2024-10-10,SCCM
CI877315,DEL2533110540,user1628,Encrypted,2024-10-08,Intune
CI173868,DEL4680750541,user2803,,2024-09-26,SCCM
CI377615,DEL2169460542,user3195,Encrypted,2024-08-02,JAMF
CI344813,HP7861410543,user2971,Not Encrypted,2024-08-12,SCCM
CI873158,APP8461690544,,Encrypted,2024-10-29,Intune
CI704295,DEL2994290545,user4400,,2024-08-13,Intune
CI476281,MIC8305650546,,Encrypted,2024-09-11,SCCM
CI500902,MIC2394300547,,,2024-10-24,JAMF
CI557154,HP7411850548,user5326,Encrypted,2024-09-02,Intune
CI161236,LEN7566490549,user7258,Encrypted,2024-08-19,SCCM
CI706349,MIC5220560551,user7986,,2024-10-17,JAMF
CI776163,DEL7287650552,user2621,Encrypted,2024-08-03,Intune
CI470436,DEL8256570553,user4994,Encrypted,2024-08-06,JAMF
CI684690,DEL5494490555,user1710,,2024-08-16,Intune
CI431143,APP9155650556,user2251,Encrypted,2024-09-20,SCCM
CI308989,APP5444200557,user7308,,2024-09-28,JAMF
CI578063,LEN9507010558,user7911,Encrypted,2024-09-21,Intune
CI148149,DEL9758250559,user3283,Encrypted,2024-08-03,SCCM
CI880352,HP2111590560,user7958,Encrypted,2024-10-14,SCCM
CI806037,HP4140560561,user3295,Encrypted,2024-10-05,Intune
CI879481,HP6006070563,user2264,,2024-08-04,Intune
CI985034,APP2116360564,user4924,Encrypted,2024-10-01,SCCM
CI398220,HP1088900565,,Encrypted,2024-09-25,Intune
CI918714,MIC9347390566,user3460,Encrypted,2024-10-12,Intune
CI919146,DEL4705330569,user2116,Encrypted,2024-08-22,SCCM
CI361362,LEN2352490570,user7701,,2024-10-13,JAMF
CI203209,DEL1083280571,user5011,,2024-08-07,SCCM
CI621234,APP2136110572,user2787,Encrypted,2024-08-23,Intune
CI431609,HP2525820573,user1627,,2024-09-09,JAMF
CI240038,DEL5434640574,user4465,Encrypted,2024-08-04,Intune
CI355857,HP4586330575,user2514,Encrypted,2024-09-24,Intune
CI266649,LEN8004090576,user4253,,2024-09-15,SCCM
CI921501,HP4218760578,user6960,,2024-09-30,Intune
CI408624,APP6691280579,user3898,,2024-09-14,SCCM
CI545492,APP6278120580,user9924,,2024-08-11,Intune
CI658162,LEN4928420581,user7484,,2024-09-18,Intune
CI294793,LEN5509080582,user6201,,2024-09-19,SCCM
CI450137,MIC6287510583,user2631,,2024-08-13,JAMF
CI395290,LEN6995690584,user9907,Encrypted,2024-09-25,SCCM
CI433002,LEN1242640585,user5729,Encrypted,2024-10-25,Intune
CI272106,MIC1771490586,user9045,Encrypted,2024-08-31,SCCM
CI426197,APP6074170587,user2920,,2024-08-21,JAMF
CI874188,HP3622410589,user9399,,2024-08-21,SCCM
CI598571,DEL3094220590,user2762,Encrypted,2024-10-25,JAMF
CI582926,DEL2202190591,user9691,,2024-09-13,JAMF
CI991282,HP6950340592,,,2024-10-01,Intune
CI762694,DEL5422370593,user2225,,2024-08-11,Intune
CI800352,MIC8583860595,,Encrypted,2024-09-15,JAMF
CI425501,APP1307100596,user7126,Encrypted,2024-08-17,SCCM
CI407344,LEN1786870597,user1705,,2024-09-04,SCCM
CI213935,HP7059560598,user2714,Encrypted,2024-10-08,SCCM
CI596905,APP6186310599,user4373,Encrypted,2024-09-10,SCCM
CI551940,APP2107930600,user8438,,2024-08-29,SCCM
CI381815,APP2155520601,user8552,Encrypted,2024-09-19,JAMF
CI815924,APP2207830603,user5078,,2024-09-27,JAMF
CI103500,LEN9238950604,user5395,Encrypted,2024-09-26,SCCM
CI498147,LEN2487230605,user3730,Encrypted,2024-10-29,Intune
CI453094,MIC7956340607,user6747,Encrypted,2024-09-05,SCCM
CI476459,DEL6445340608,user8935,,2024-08-10,SCCM
CI787186,APP7573430609,user7189,Encrypted,2024-08-06,SCCM
CI319118,LEN9310230610,user8101,,2024-09-06,JAMF
CI938580,APP3838160612,user3540,,2024-09-27,SCCM
CI662723,MIC4258300613,user5280,Encrypted,2024-08-24,Intune
CI708369,MIC2007070614,user7159,Encrypted,2024-10-14,SCCM
CI549029,MIC9248430615,user3303,,2024-10-13,Intune
CI574010,MIC1887710616,user9487,Encrypted,2024-10-20,Intune
CI646051,HP2086390618,user9516,,2024-10-02,SCCM
CI210944,DEL1227090619,user3018,Encrypted,2024-08-29,Intune
CI944794,MIC2553630620,user1912,Encrypted,2024-10-05,SCCM
CI907282,APP3903540621,user8666,Encrypted,2024-10-18,Intune
CI218617,APP1309550623,user7615,,2024-08-12,JAMF
CI850702,DEL8925280624,user6122,Encrypted,2024-09-13,JAMF
CI170033,APP1054900626,user2576,,2024-08-25,JAMF
CI206921,MIC6858360627,user9205,Encrypted,2024-08-03,SCCM
CI480268,APP9612240628,user9856,Encrypted,2024-08-06,JAMF
CI257445,LEN7849630629,user2816,Encrypted,2024-09-06,SCCM
CI532796,HP5364590630,user1579,,2024-10-17,Intune
CI879955,APP1580450631,user4731,Encrypted,2024-10-01,JAMF
CI963217,APP4855700632,user8175,Encrypted,2024-08-28,SCCM
CI542199,HP9520950633,user1244,Encrypted,2024-08-22,SCCM
CI523832,HP3158600634,user2251,,2024-10-17,JAMF
CI158027,HP5307900635,user2710,,2024-08-10,Intune
CI452990,DEL6231420636,user8434,Encrypted,2024-09-18,SCCM
CI138000,APP4199700637,user8062,Encrypted,2024-08-14,JAMF
CI675687,MIC5069630638,user1935,,2024-09-21,JAMF
CI608122,MIC4365810640,user3036,,2024-08-14,SCCM
CI972181,APP2885380641,user6145,Encrypted,2024-08-25,SCCM
CI465998,HP4327490642,user3389,Encrypted,2024-09-25,Intune
CI385786,LEN4893980643,user4882,,2024-08-30,JAMF
CI529195,APP4861920644,user5817,,2024-10-18,Intune
CI983794,DEL6928670645,user2285,Encrypted,2024-09-04,JAMF
CI506868,APP9141650647,user3052,,2024-09-04,SCCM
CI232596,LEN2748720648,user7399,,2024-08-27,SCCM
CI903974,MIC5069670649,user3168,,2024-08-24,Intune
CI726040,APP6333760651,user7215,Encrypted,2024-09-19,Intune
CI769825,HP3209140652,user9744,,2024-08-30,SCCM
CI636292,MIC3429280653,user5250,,2024-08-25,Intune
CI855392,HP4874910654,user1109,Encrypted,2024-09-06,SCCM
CI449043,APP8671730655,user2423,Encrypted,2024-10-24,Intune
CI706285,DEL2381930657,user4065,Encrypted,2024-09-03,Intune
CI600301,HP6562280658,user4845,Encrypted,2024-09-19,JAMF
CI665833,LEN3594130659,user2895,,2024-09-15,Intune
CI718665,APP3809380660,user4847,,2024-08-25,SCCM
CI904535,MIC3320600661,user1747,,2024-10-18,SCCM
CI716127,HP1665470662,user6460,Not Encrypted,2024-10-10,SCCM
CI950281,HP2075000663,user1591,Encrypted,2024-09-23,SCCM
CI315203,LEN3831140664,user4320,,2024-09-05,SCCM
CI285110,MIC4273540665,user7408,,2024-08-27,Intune
CI486672,DEL3982390666,user7657,,2024-08-21,JAMF
CI485903,DEL4256980667,user8811,,2024-09-08,JAMF
CI827233,MIC6173860668,user4808,Encrypted,2024-10-15,Intune
CI452489,HP6064580669,user4862,Encrypted,2024-08-15,Intune
CI526481,HP6638520672,user4074,Encrypted,2024-10-20,Intune
CI535904,APP4851150673,user7982,Encrypted,2024-10-23,JAMF
CI794148,MIC7158460674,user2676,Encrypted,2024-09-06,SCCM
CI357284,MIC4390440675,user3700,Encrypted,2024-09-02,Intune
CI521629,MIC7347870676,user9552,,2024-08-28,Intune
CI153622,LEN9081840677,,Encrypted,2024-08-04,JAMF
CI227621,MIC1136250678,user7043,Encrypted,2024-08-09,Intune
CI736614,APP8863640679,user8446,Encrypted,2024-09-08,JAMF
CI419929,LEN4295000680,user8264,Encrypted,2024-08-29,Intune
CI615331,MIC7967730681,user9459,Encrypted,2024-08-25,SCCM
CI464072,MIC4677190682,user7118,Encrypted,2024-08-27,JAMF
CI261416,DEL3280920683,,Encrypted,2024-10-30,Intune
CI157741,HP2857150684,user4084,,2024-10-12,SCCM
CI289544,APP5044150685,user1601,,2024-10-01,Intune
CI788017,MIC2050750687,user8790,,2024-10-02,Intune
CI583661,HP4542910688,user4855,,2024-10-22,Intune
CI502007,DEL8883710689,user9586,Encrypted,2024-08-22,Intune
CI304409,DEL5577540690,user4024,,2024-09-27,SCCM
CI159501,HP1365180693,user7337,Encrypted,2024-10-23,JAMF
CI397770,APP6315970694,,Unknown,2024-08-30,Intune
CI659999,APP8466100695,user9225,,2024-08-20,Intune
CI201547,MIC9656740698,user8504,,2024-10-03,JAMF
CI782631,DEL8830410699,user7922,,2024-08-22,Intune
CI169997,APP8976710700,user7654,Encrypted,2024-08-24,JAMF
CI629009,HP9286450701,user5501,,2024-09-13,Intune
CI857818,HP1131770702,user9871,Unknown,2024-10-18,Intune
CI187468,HP1871280703,user8971,,2024-09-26,JAMF
CI460266,LEN3461200704,user5651,Unknown,2024-09-30,Intune
CI944912,MIC8877750705,user7571,Encrypted,2024-10-01,SCCM
CI278417,DEL5194870706,user3571,,2024-08-17,Intune
CI830367,APP6983010707,user5051,Encrypted,2024-10-20,JAMF
CI187210,HP7725340709,user3897,,2024-09-17,Intune
CI644306,HP6634430710,user7833,Encrypted,2024-10-04,JAMF
CI245580,DEL8901830711,user5300,,2024-08-02,Intune
CI436162,APP4096360712,user5009,,2024-10-04,JAMF
CI454263,APP2659920713,user5771,,2024-08-10,SCCM
CI603217,APP4818510714,user3430,,2024-08-15,Intune
CI609070,MIC6054680715,user8950,Encrypted,2024-08-23,JAMF
CI945345,DEL1127930716,user8525,,2024-10-09,SCCM
CI742073,HP5683280717,user2301,,2024-08-26,SCCM
CI841694,LEN2389870718,user4113,Encrypted,2024-10-27,SCCM
CI779480,HP7273560719,user2636,Encrypted,2024-09-28,SCCM
CI440942,APP3975390720,user6384,Encrypted,2024-08-28,Intune
CI864797,HP8056660721,user3672,,2024-08-03,Intune
CI220547,MIC7391350722,user8731,Encrypted,2024-08-05,JAMF
CI832030,HP3398340723,user8069,,2024-08-21,SCCM
CI103248,HP5482640725,user7119,,2024-10-19,SCCM
CI256252,MIC9191760726,user8698,Encrypted,2024-08-06,JAMF
CI744499,MIC5338770727,user2212,Encrypted,2024-08-30,JAMF
CI597624,LEN9240760728,user1358,Encrypted,2024-08-12,JAMF
CI258415,LEN5307320729,user1379,,2024-09-11,SCCM
CI207065,DEL1703690730,user5630,Encrypted,2024-08-15,JAMF
CI822427,DEL5732100731,user8060,Encrypted,2024-09-22,SCCM
CI922827,HP9098620734,user5441,Encrypted,2024-09-18,Intune
CI847916,DEL1973620735,user7234,,2024-10-12,Intune
CI247801,HP1169290736,user9335,Encrypted,2024-10-18,SCCM
CI419923,LEN3880600737,user8722,,2024-08-11,Intune
CI456907,HP9632400738,user9935,Encrypted,2024-08-02,SCCM
CI825984,HP9213160739,user5344,Encrypted,2024-09-12,Intune
CI961443,HP9977280740,user8731,,2024-09-04,Intune
CI134297,MIC3058210741,user8923,Encrypted,2024-10-01,Intune
CI420599,APP5612290744,user8425,,2024-09-26,JAMF
CI604983,MIC4831720745,user5306,,2024-08-10,SCCM
CI609399,HP2914820746,user2359,Encrypted,2024-08-27,SCCM
CI448625,HP2050020747,user9697,Encrypted,2024-10-18,Intune
CI342012,HP1003700748,user3230,Encrypted,2024-10-17,SCCM
CI289232,MIC7774680749,user4972,Encrypted,2024-09-25,SCCM
CI964595,LEN7676870750,user5513,Encrypted,2024-08-15,SCCM
CI717906,MIC5000330751,user6593,,2024-10-02,Intune
CI686668,APP6185540752,user1401,,2024-08-06,Intune
CI582582,HP2130340754,user7268,Unknown,2024-10-09,JAMF
CI281239,DEL1390860755,user8548,Encrypted,2024-09-11,Intune
CI766141,HP4760070756,user8481,Encrypted,2024-10-28,Intune
CI243673,HP5208150757,user9966,,2024-09-23,JAMF
CI967914,APP3119680758,user9146,Not Encrypted,2024-10-08,Intune
CI965365,APP8294270759,user9818,,2024-08-05,Intune
CI916920,MIC4395660760,user4077,,2024-10-31,SCCM
CI536687,DEL3555170761,user4076,Encrypted,2024-08-23,Intune
CI423226,APP5522660762,user6963,Encrypted,2024-08-28,JAMF
CI940313,MIC3388910763,user9771,,2024-09-18,JAMF
CI126218,HP7159830766,user1867,Encrypted,2024-09-28,JAMF
CI900591,DEL6190180767,user4482,Encrypted,2024-08-21,Intune
CI934384,DEL3731590768,user5128,,2024-08-24,JAMF
CI538106,DEL6548230769,user7113,,2024-10-31,Intune
CI574781,LEN2621840770,user6656,Encrypted,2024-09-02,SCCM
CI759026,HP7187710771,user2765,Not Encrypted,2024-10-05,JAMF
CI406720,APP7957430773,user2618,Encrypted,2024-09-30,JAMF
CI161007,HP6076200774,user9048,,2024-10-18,SCCM
CI509345,LEN1502850775,user3840,Encrypted,2024-08-16,JAMF
CI304819,HP4358690776,user4042,,2024-08-06,JAMF
CI470580,APP8724160778,user6074,Encrypted,2024-10-30,SCCM
CI672880,APP3338050779,user8358,,2024-09-05,JAMF
CI917101,HP3742010780,user9786,,2024-10-13,JAMF
CI515873,LEN2503270783,user4757,Encrypted,2024-10-08,JAMF
CI999355,DEL1612550784,user1096,Encrypted,2024-08-20,JAMF
CI353066,DEL3492140785,user8194,Encrypted,2024-10-08,SCCM
CI755334,APP8759520786,user5214,,2024-09-28,Intune
CI136568,DEL5654550787,user7226,,2024-09-20,SCCM
CI418807,LEN9010870788,user6954,,2024-09-23,SCCM
CI891605,LEN6784920789,user1833,Encrypted,2024-10-17,JAMF
CI763157,HP5913410790,user4240,,2024-10-05,Intune
CI385704,APP4740230791,user6431,,2024-10-22,Intune
CI455380,MIC2787380793,user7241,,2024-08-28,JAMF
CI331956,APP5803390796,user5470,,2024-09-29,Intune
CI303836,DEL9950920797,user7146,Encrypted,2024-10-22,JAMF
CI670501,LEN1241250798,user6220,Encrypted,2024-08-12,Intune
CI435737,HP9461860799,,,2024-08-06,SCCM
CI800890,MIC1960340800,user2329,,2024-09-17,Intune
CI180725,DEL8090040801,user4048,Encrypted,2024-10-24,SCCM
CI715619,DEL1925170804,user3802,Encrypted,2024-08-21,SCCM
CI703953,MIC8244240805,user3559,Encrypted,2024-09-05,SCCM
CI716227,APP5554810806,user3447,,2024-08-29,Intune
CI527186,MIC7363020807,user5549,Encrypted,2024-09-18,SCCM
CI275450,APP4229690808,user4545,Encrypted,2024-09-05,Intune
CI539403,MIC4879820809,user2034,Encrypted,2024-10-27,SCCM
CI153856,HP3485310810,user4750,,2024-09-07,SCCM
CI833407,MIC5085000811,user5358,,2024-10-12,SCCM
CI590961,HP6623610812,user8941,,2024-08-03,JAMF
CI127331,MIC4126610813,user7160,Encrypted,2024-08-04,Intune
CI431502,MIC2866440815,user8114,Encrypted,2024-08-02,SCCM
CI150001,LEN4744260816,user4850,Encrypted,2024-10-04,Intune
CI552972,DEL3384420817,user8348,,2024-09-25,SCCM
CI952698,HP9027230818,user7484,,2024-10-30,SCCM
CI479901,APP5164740819,user8920,Encrypted,2024-10-10,Intune
CI903730,MIC3247540821,user5892,,2024-10-06,SCCM
CI567378,APP5074460822,user4380,Encrypted,2024-10-26,JAMF
CI898263,HP5666790823,user5493,,2024-08-05,Intune
CI243384,DEL4167220824,user5873,,2024-09-18,JAMF
CI622184,HP6905900825,user5424,Encrypted,2024-09-24,JAMF
CI457076,APP6024470826,user5601,Encrypted,2024-09-05,Intune
CI604964,LEN1495910827,user4793,Encrypted,2024-08-23,Intune
CI151982,APP9045860828,user2975,,2024-08-13,SCCM
CI878682,MIC6309490829,user3691,,2024-10-07,Intune
CI775826,LEN2088580830,user9912,Encrypted,2024-10-07,JAMF
CI325764,HP3367830831,user7684,Encrypted,2024-09-10,SCCM
CI893645,HP1246470832,user2582,Encrypted,2024-09-02,JAMF
CI286555,HP5493390833,user7352,Encrypted,2024-08-21,Intune
CI685677,MIC7503600834,user4250,Encrypted,2024-09-30,JAMF
CI397088,DEL1360100835,user6527,,2024-08-30,JAMF
CI272195,MIC5070340836,user8588,,2024-10-11,SCCM
CI960805,MIC3087950837,user2796,Unknown,2024-08-09,SCCM
CI746317,HP2384100838,user2902,,2024-08-07,Intune
CI512223,LEN6010930840,user8902,,2024-08-20,SCCM
CI898538,APP4180790841,user5719,Encrypted,2024-09-21,Intune
CI580588,APP2524650842,user3393,Encrypted,2024-09-06,Intune
CI574283,DEL4360550843,user1977,Encrypted,2024-09-22,SCCM
CI700084,LEN4015990844,user3576,,2024-09-12,Intune
CI781252,MIC5870700845,,Unknown,2024-09-22,Intune
CI729143,MIC8250100846,user3248,Unknown,2024-08-28,SCCM
CI161861,MIC3005570847,user6311,Not Encrypted,2024-09-24,SCCM
CI814889,LEN4790460848,user5833,Encrypted,2024-09-12,SCCM
CI149867,APP9489030849,user6527,Encrypted,2024-08-10,Intune
CI194926,APP9514340850,user1053,,2024-09-21,JAMF
CI818931,MIC2465140851,user8162,Encrypted,2024-08-11,SCCM
CI981196,DEL1103340852,,Not Encrypted,2024-08-13,JAMF
CI678633,MIC9022190855,user7228,,2024-09-03,Intune
CI892077,MIC3171920856,user9143,,2024-08-05,SCCM
CI491118,APP9869930858,user9473,,2024-08-17,JAMF
CI452698,HP8471400860,user3532,Encrypted,2024-09-11,SCCM
CI363767,MIC6290160861,user9409,Encrypted,2024-10-08,Intune
CI467656,DEL8911640862,user5066,,2024-10-28,SCCM
CI360318,DEL7055230863,user9514,,2024-09-12,Intune
CI495990,LEN5011560864,user2892,Unknown,2024-10-04,SCCM
CI210484,LEN3381010865,user3331,,2024-08-26,Intune
CI213192,APP4675830866,user2659,,2024-08-10,JAMF
CI212138,MIC8953370868,user9470,Encrypted,2024-10-18,JAMF
CI716999,MIC1977160869,user5376,Encrypted,2024-08-04,Intune
CI586953,HP1005940870,user9962,Encrypted,2024-09-28,Intune
CI789606,LEN7050730871,user2148,,2024-09-04,SCCM
CI243160,LEN4151690872,user5459,Encrypted,2024-09-30,Intune
CI362333,MIC2033860873,user5075,,2024-09-16,SCCM
CI591302,APP2615280874,user1932,Not Encrypted,2024-09-11,JAMF
CI316987,DEL5940970876,user3488,Encrypted,2024-08-07,SCCM
CI168525,LEN9642260877,user4149,Encrypted,2024-08-20,JAMF
CI686859,MIC5125020878,user4666,,2024-10-29,JAMF
CI705344,APP8373940879,user4449,,2024-09-02,JAMF
CI365547,MIC5297900880,user4919,Not Encrypted,2024-09-01,SCCM
CI474952,APP7903080881,user4056,Encrypted,2024-10-22,Intune
CI253112,LEN2553650882,user8977,,2024-08-24,Intune
CI871711,MIC4535580883,user6619,Not Encrypted,2024-09-30,Intune
CI320606,MIC9391530884,user4222,Encrypted,2024-08-31,JAMF
CI447941,DEL3337270885,user4783,,2024-08-31,Intune
CI769812,DEL6612580886,user2246,Encrypted,2024-10-31,SCCM
CI330190,LEN6879930887,user4847,Encrypted,2024-08-17,JAMF
CI847445,HP3695810888,user3769,Unknown,2024-10-24,Intune
CI159205,HP2876640889,user2081,Not Encrypted,2024-09-17,JAMF
CI404843,DEL1191120890,user9934,Encrypted,2024-08-23,JAMF
CI212624,HP9949660891,user6757,Encrypted,2024-08-11,JAMF
CI919725,APP5060870892,user3480,Unknown,2024-10-08,JAMF
CI934506,DEL4304790893,user7808,,2024-08-28,SCCM
CI254026,DEL9621020894,user6194,Unknown,2024-08-29,Intune
CI528101,DEL4814560895,user7750,Encrypted,2024-10-08,SCCM
CI922080,APP4337740896,user2559,Encrypted,2024-09-21,SCCM
CI612320,MIC8888450897,user5874,Encrypted,2024-10-19,Intune
CI968991,LEN9326810898,user5330,Not Encrypted,2024-09-17,SCCM
CI181596,HP6483790899,user7683,Encrypted,2024-08-09,SCCM
CI687530,MIC9977270900,user5713,Encrypted,2024-09-06,SCCM
CI322146,MIC3420690901,user7547,,2024-09-27,JAMF
CI721519,DEL5687910902,,,2024-08-27,SCCM
CI312793,LEN5587000903,user4977,,2024-09-10,JAMF
CI154715,APP5962210904,user5576,Not Encrypted,2024-10-20,SCCM
CI157563,LEN3458080905,user3187,,2024-10-10,JAMF
CI751676,MIC6947060906,user7614,Encrypted,2024-10-13,JAMF
CI540311,LEN1205200907,user9656,,2024-09-19,JAMF
CI130106,LEN6926710908,user7585,Encrypted,2024-09-12,SCCM
CI821067,MIC6926120909,user1269,Encrypted,2024-08-24,JAMF
CI710212,HP3290820910,user3223,,2024-08-03,Intune
CI547382,DEL2245480911,user6583,Encrypted,2024-10-08,Intune
CI916180,MIC2049550912,user4544,Not Encrypted,2024-10-08,JAMF
CI848234,LEN3455970913,user5509,Encrypted,2024-08-09,SCCM
CI474630,HP2614060914,user7160,Encrypted,2024-08-06,SCCM
CI996277,DEL3403930915,user3518,Encrypted,2024-09-08,Intune
CI759517,MIC9370800916,user5263,Encrypted,2024-10-17,SCCM
CI460520,APP6872700917,user9741,,2024-08-10,SCCM
CI741676,DEL5832870919,user9957,,2024-09-30,Intune
CI149182,LEN7142980920,user3702,Encrypted,2024-10-23,SCCM
CI651727,APP7769680921,user2886,Encrypted,2024-08-17,SCCM
CI737917,HP4293720922,user5734,Encrypted,2024-08-19,JAMF
CI660876,APP6903490923,user9684,Unknown,2024-08-19,Intune
CI589370,MIC5264890924,user1645,Encrypted,2024-10-15,JAMF
CI476002,MIC9754540925,user3005,Not Encrypted,2024-09-14,SCCM
CI676387,LEN2623830926,user2051,Encrypted,2024-09-28,JAMF
CI439221,LEN2956520928,user7122,Encrypted,2024-09-20,JAMF
CI657343,LEN6297570929,user9404,,2024-10-15,Intune
CI647496,HP1393640930,user3748,Unknown,2024-09-10,Intune
CI205156,HP9458910931,user3001,Encrypted,2024-10-20,Intune
CI957146,MIC5246670932,user4243,,2024-10-03,SCCM
CI984402,APP5269770933,user7378,Encrypted,2024-10-11,Intune
CI973242,HP8369790934,user7181,Encrypted,2024-09-12,Intune
CI434738,DEL3368140935,user6652,,2024-10-15,JAMF
CI349670,DEL3675410936,user9665,Encrypted,2024-10-27,Intune
CI282303,MIC1486100937,user8413,Encrypted,2024-10-17,JAMF
CI651986,HP5050480938,user2466,Encrypted,2024-10-14,SCCM
CI818703,LEN5450920939,user2782,Encrypted,2024-08-14,JAMF
CI500749,MIC6770190940,user5889,,2024-09-29,SCCM
CI398329,DEL7090580941,user1778,Encrypted,2024-09-12,SCCM
CI760172,HP4108100942,user7158,Encrypted,2024-10-03,SCCM
CI429443,LEN2136180943,user4185,Encrypted,2024-09-15,JAMF
CI156531,APP8856730944,user1573,,2024-08-28,JAMF
CI648102,MIC5272650945,user5664,Encrypted,2024-08-17,Intune
CI184597,MIC5266910946,user7265,Unknown,2024-10-18,JAMF
CI638877,MIC3641680947,user6139,,2024-08-28,JAMF
CI342815,MIC1010250948,user3690,Encrypted,2024-08-08,Intune
CI277498,APP9635650949,user4167,Encrypted,2024-09-15,Intune
CI680939,APP5648480950,user9549,Encrypted,2024-10-27,Intune
