Asset_ID,Serial_Number,Manufacturer,Model,Asset_Type,Purchase_Date,Purchase_Cost,Warranty_End_Date,Region,Department,Assigned_User,Status,OS_Version,Encryption_Status,Last_Login_Days_Ago,Avg_CPU_Usage_Percent,Disk_Usage_Percent,Has_Failed,Age_Years
AST000152,MIC6081490151,Microsoft,Surface Go 3,Desktop,2022-09-29,939.75,2023-09-29,Latin America,Marketing,user1878,Active,Ubuntu 20.04,Encrypted,2,56.07,61.83,Yes,2.09
AST000153,APP2763790152,Apple,Mac Mini M1,Server,2022-08-30,16649.62,2025-08-29,Latin America,Marketing,user5503,Active,,,7,51.77,35.37,Yes,2.17
AST000154,MIC8878420153,Microsoft,Surface Laptop 4,Laptop,2021-01-02,1587.04,2026-01-01,North America,Sales,user7965,In Repair,macOS Ventura,Encrypted,18,16.26,79.19,No,3.83
AST000155,LEN9229740154,Lenovo,ThinkSystem SR650,Laptop,2019-04-26,1151.25,2020-04-25,Europe,Engineering,user8015,Retired,Windows 10,Encrypted,665,0.0,0.0,Yes,5.52
AST000156,MIC1621650155,Microsoft,Surface Book 3,Monitor,2024-09-10,1034.14,2027-09-10,Europe,Operations,user2560,Active,,,5,83.64,49.02,No,0.14
AST000157,HP5224190156,HP,ProBook 450,Desktop,2021-08-12,1064.05,2022-08-12,Asia Pacific,Operations,user2237,In Repair,macOS Ventura,Encrypted,28,11.78,39.24,No,3.22
AST000158,APP9649150157,Apple,"MacBook Pro 16""",Server,2024-07-11,9254.07,2027-07-11,Asia Pacific,HR,user9756,Active,,,1,67.51,59.8,No,0.31
AST000159,LEN9993120158,Lenovo,ThinkPad T14,Monitor,2024-05-07,294.79,,Latin America,IT,user8529,In Storage,,,205,0.0,88.12,No,0.48
AST000160,APP8612530159,Apple,MacBook Air M1,Desktop,2021-05-21,1598.35,2024-05-20,Europe,Sales,user1848,Active,Ubuntu 22.04,Encrypted,4,26.07,53.43,Yes,3.45
AST000161,DEL1742680160,Dell,Latitude 5420,Laptop,2020-05-24,1189.21,2023-05-24,North America,Operations,user7919,Active,Windows 10,Not Encrypted,2,58.59,63.76,No,4.44
AST000162,DEL3234040161,Dell,OptiPlex 7090,Monitor,2021-05-10,576.85,2026-05-09,Europe,Sales,user3688,Active,,,2,61.7,74.01,Yes,3.48
AST000163,MIC3598220162,Microsoft,Surface Pro 8,Server,2018-12-22,10100.58,2019-12-22,North America,Finance,user8035,Disposed,,,466,0.0,0.0,No,5.86
AST000164,MIC9218750163,Microsoft,Surface Book 3,Tablet,2018-04-20,1453.83,2019-04-20,Europe,Sales,user7418,Disposed,,Encrypted,1415,0.0,0.0,Yes,6.53
AST000165,APP2811620164,Apple,MacBook Air M1,Laptop,2023-08-09,2725.62,2028-08-07,North America,IT,user7895,Active,Ubuntu 20.04,Encrypted,1,54.34,93.55,No,1.23
AST000166,DEL7716520165,Dell,OptiPlex 7090,Laptop,2020-06-02,1712.16,2021-06-02,Europe,HR,user7939,Active,Windows 10,Encrypted,0,81.66,55.87,Yes,4.41
AST000167,LEN8654160166,Lenovo,ThinkPad T14,Laptop,2019-09-29,2420.83,2022-09-28,Europe,IT,user2083,Retired,Windows 11,Encrypted,980,0.0,0.0,No,5.09
AST000168,DEL6484100167,Dell,Latitude 5420,Server,2023-02-01,10172.23,2026-01-31,Asia Pacific,Finance,user1185,Active,,,0,40.1,78.21,No,1.75
AST000169,LEN7580150168,Lenovo,ThinkCentre M90,Desktop,2019-04-29,669.36,2024-04-27,Latin America,Marketing,user5308,Retired,macOS Ventura,Encrypted,240,0.0,0.0,Yes,5.51
AST000170,DEL3564300169,Dell,Latitude 7420,Server,2022-02-15,5459.82,2023-02-15,Asia Pacific,Sales,,Active,,,1,78.13,73.82,Yes,2.71
AST000171,HP1552300170,HP,EliteBook 840,Desktop,2024-03-14,761.41,2029-03-13,North America,Sales,user7108,Active,Windows 10,Encrypted,6,34.59,46.14,No,0.63
AST000172,APP9101430171,Apple,"MacBook Pro 16""",Monitor,2021-09-02,865.19,2024-09-01,Europe,Finance,user8600,Active,,,7,20.52,43.04,No,3.16
AST000173,DEL5402080172,Dell,Latitude 5420,Server,2020-08-12,9920.29,2021-08-12,North America,Finance,user2703,Active,,,0,81.81,30.1,No,4.22
AST000174,LEN2399990173,Lenovo,ThinkPad X1 Carbon,Laptop,2020-08-06,1883.27,2025-08-05,Latin America,IT,user2391,Retired,Ubuntu 20.04,Encrypted,1244,0.0,0.0,No,4.24
AST000175,MIC3125590174,Microsoft,Surface Go 3,Laptop,2019-06-20,1340.81,2020-06-19,North America,Finance,user8417,Active,Windows 10,Encrypted,4,75.31,90.19,Yes,5.37
AST000176,HP9665290175,HP,ProLiant DL380,Server,2021-07-10,12047.05,2024-07-09,North America,Finance,user3582,Active,,,5,82.7,43.5,Yes,3.31
AST000177,LEN5240350176,Lenovo,ThinkPad X1 Carbon,Desktop,2020-10-13,1369.14,,Europe,IT,user3848,Disposed,macOS Sonoma,Encrypted,991,0.0,0.0,No,4.05
AST000178,DEL1228590177,Dell,Latitude 5420,Desktop,2018-02-18,1497.45,2019-02-18,Europe,Operations,user5240,Active,macOS Sonoma,Encrypted,3,28.5,83.54,Yes,6.7
AST000179,HP4711360178,HP,EliteDesk 800,Laptop,2019-05-17,1165.02,2020-05-16,Europe,HR,user7270,Active,macOS Ventura,Encrypted,7,23.29,90.07,Yes,5.46
AST000180,APP3612500179,Apple,"MacBook Pro 14""",Desktop,2020-10-03,1517.98,2025-10-02,North America,Sales,user7868,In Storage,Ubuntu 22.04,Not Encrypted,285,0.0,56.78,No,4.08
AST000181,LEN1614370180,Lenovo,ThinkSystem SR650,Server,2021-11-10,13086.54,2024-11-09,Latin America,Marketing,,In Repair,,,23,9.65,47.58,Yes,2.97
AST000182,LEN2846540181,Lenovo,ThinkPad T14,Tablet,2019-10-16,589.24,2020-10-15,Asia Pacific,Engineering,user7363,Active,,Encrypted,3,37.32,83.06,No,5.04
AST000183,LEN1398070182,Lenovo,ThinkPad X1 Carbon,Tablet,2021-12-11,472.21,2024-12-10,Europe,Marketing,user9882,In Repair,,Encrypted,25,4.26,91.64,No,2.89
AST000184,HP2548870183,HP,ProLiant DL380,Laptop,2018-01-03,1797.24,,Europe,Engineering,user6301,In Storage,Windows 10,Encrypted,344,0.0,43.1,Yes,6.83
AST000185,MIC7807140184,Microsoft,Surface Laptop 4,Monitor,2022-03-11,507.48,2025-03-10,Asia Pacific,Finance,user8157,Active,,,6,58.09,51.88,No,2.64
AST000186,MIC1339550185,Microsoft,Surface Go 3,Desktop,2021-06-10,993.04,2026-06-09,Asia Pacific,Engineering,user7415,In Storage,Ubuntu 20.04,Encrypted,180,0.0,38.28,No,3.39
AST000187,HP3198690186,HP,EliteBook 840,Tablet,2023-07-26,599.63,2026-07-25,North America,HR,user6500,Active,,Encrypted,1,35.47,93.85,No,1.27
AST000188,LEN9270430187,Lenovo,ThinkPad X1 Carbon,Laptop,2018-07-17,2268.89,2021-07-16,Europe,Finance,user9946,In Storage,macOS Sonoma,Encrypted,244,0.0,92.99,No,6.29
AST000189,DEL4543660188,Dell,OptiPlex 7090,Laptop,2018-03-24,1809.85,2019-03-24,Latin America,Operations,user9962,In Storage,Windows 10,Encrypted,83,0.0,34.82,Yes,6.61
AST000190,APP3490870189,Apple,Mac Mini M1,Desktop,2019-10-06,892.22,2022-10-05,Latin America,Marketing,user5346,Active,Ubuntu 20.04,Encrypted,5,33.36,42.35,No,5.07
AST000191,APP1859160190,Apple,"MacBook Pro 14""",Desktop,2022-01-17,1334.08,2025-01-16,North America,HR,,Active,macOS Sonoma,Encrypted,1,39.15,73.03,No,2.79
AST000192,APP5611010191,Apple,"MacBook Pro 16""",Server,2019-01-09,12545.75,,Europe,Engineering,user8303,Retired,,,973,0.0,0.0,Yes,5.81
AST000193,LEN3385640192,Lenovo,ThinkPad X1 Carbon,Tablet,2019-09-12,842.88,2024-09-10,Latin America,Engineering,user7782,Retired,,Encrypted,1546,0.0,0.0,Yes,5.14
AST000194,MIC9393330193,Microsoft,Surface Go 3,Server,2024-06-03,13929.31,2029-06-02,Europe,IT,,In Storage,,,273,0.0,49.43,No,0.41
AST000195,APP4352810194,Apple,MacBook Air M1,Desktop,2020-05-17,1845.64,2023-05-17,North America,IT,user3422,In Repair,macOS Sonoma,Encrypted,11,1.28,35.09,No,4.46
AST000196,MIC8952160195,Microsoft,Surface Book 3,Server,2021-02-05,19042.81,2026-02-04,North America,IT,user3428,Active,,,0,71.13,70.5,No,3.73
AST000197,MIC7482760196,Microsoft,Surface Book 3,Laptop,2024-01-03,2385.13,2025-01-02,Latin America,IT,user3821,In Storage,macOS Sonoma,Encrypted,240,0.0,47.17,No,0.83
AST000198,LEN2409130197,Lenovo,ThinkPad X1 Carbon,Desktop,2023-05-01,870.43,2024-04-30,Latin America,Engineering,user2609,In Repair,macOS Ventura,Encrypted,18,0.61,83.13,No,1.5
AST000199,LEN8440370198,Lenovo,ThinkPad X1 Carbon,Server,2020-02-09,10067.95,,Europe,Engineering,user3604,Active,,,6,68.16,79.37,No,4.73
AST000200,MIC6296630199,Microsoft,Surface Laptop 4,Tablet,2019-12-13,932.82,2022-12-12,North America,Operations,user5488,Active,,Encrypted,3,74.4,46.22,No,4.88
AST000201,DEL1947820200,Dell,OptiPlex 7090,Desktop,2023-06-26,856.56,2028-06-24,Latin America,IT,user5237,Active,Windows 11,Encrypted,2,82.43,60.85,No,1.35
AST000202,MIC7788180201,Microsoft,Surface Pro 8,Desktop,2020-07-11,982.64,2021-07-11,North America,Finance,user1145,In Storage,macOS Ventura,Encrypted,167,0.0,72.35,No,4.31
AST000203,MIC6363610202,Microsoft,Surface Book 3,Monitor,2022-10-02,1039.55,2023-10-02,Asia Pacific,Marketing,user7506,In Storage,,,208,0.0,59.83,No,2.08
AST000204,MIC4133050203,Microsoft,Surface Book 3,Tablet,2021-05-07,715.89,2026-05-06,Europe,IT,user5278,In Storage,,Encrypted,276,0.0,34.15,No,3.49
AST000205,MIC7113440204,Microsoft,Surface Book 3,Server,2019-07-28,15704.9,2020-07-27,Europe,HR,user7628,Retired,,,1522,0.0,0.0,Yes,5.26
AST000206,HP7862240205,HP,ProLiant DL380,Tablet,2022-01-08,471.44,2025-01-07,Asia Pacific,Finance,user3999,Active,,Encrypted,2,74.64,86.97,Yes,2.81
AST000207,LEN6247880206,Lenovo,ThinkCentre M90,Server,2022-03-03,6198.16,2023-03-03,Latin America,Marketing,user2166,Active,,,4,50.14,37.66,Yes,2.66
AST000208,LEN4487870207,Lenovo,ThinkPad X1 Carbon,Server,2019-09-10,11310.33,2022-09-09,Europe,HR,user3954,Active,,,3,42.27,94.17,No,5.14
AST000209,DEL5498650208,Dell,PowerEdge R740,Laptop,2021-01-25,2441.06,2024-01-25,Latin America,IT,user8105,Active,Windows 10,Encrypted,2,57.46,40.3,No,3.76
AST000210,MIC4272520209,Microsoft,Surface Book 3,Desktop,2018-02-27,930.85,2021-02-26,Latin America,Marketing,user5076,Disposed,Ubuntu 20.04,Encrypted,2355,0.0,0.0,Yes,6.67
AST000211,LEN4767010210,Lenovo,ThinkPad X1 Carbon,Desktop,2018-07-07,1275.1,2021-07-06,Europe,Engineering,user3192,Active,macOS Sonoma,Encrypted,4,49.64,63.82,Yes,6.32
AST000212,DEL9087130211,Dell,Latitude 7420,Desktop,2019-06-22,1081.26,2022-06-21,North America,Marketing,,Active,Windows 10,Encrypted,0,58.33,40.98,Yes,5.36
AST000213,DEL2058850212,Dell,Latitude 5420,Laptop,2019-04-20,1926.22,2024-04-18,Asia Pacific,Marketing,user1152,In Repair,Ubuntu 20.04,Encrypted,19,3.71,46.43,No,5.53
AST000214,HP8376060213,HP,EliteBook 840,Server,2023-09-27,9097.56,2026-09-26,Europe,IT,user9571,Active,,,1,38.38,81.01,No,1.1
AST000215,MIC8587110214,Microsoft,Surface Pro 8,Server,2023-05-23,15906.49,2024-05-22,Asia Pacific,Operations,user2475,Active,,,0,20.83,35.79,Yes,1.44
AST000216,HP9925960215,HP,EliteDesk 800,Server,2020-12-17,12582.04,2021-12-17,North America,IT,user7979,Active,,,1,72.86,86.82,No,3.87
AST000217,HP3850370216,HP,EliteDesk 800,Desktop,2022-01-04,1352.14,2025-01-03,Latin America,Engineering,user2865,In Storage,macOS Sonoma,Encrypted,348,0.0,47.44,No,2.82
AST000218,HP9170120217,HP,ProBook 450,Laptop,2018-08-29,1409.62,2021-08-28,North America,Engineering,user8178,Disposed,Ubuntu 22.04,Encrypted,832,0.0,0.0,Yes,6.17
AST000219,HP8589310218,HP,ProLiant DL380,Server,2019-04-08,10650.12,2024-04-06,Asia Pacific,Marketing,user9598,Disposed,,,1082,0.0,0.0,Yes,5.57
AST000220,MIC2645500219,Microsoft,Surface Laptop 4,Tablet,2022-11-08,1045.79,,Latin America,Engineering,user1894,Active,,Unknown,3,51.33,73.14,No,1.98
AST000221,APP5657650220,Apple,"MacBook Pro 14""",Desktop,2023-07-07,1717.48,,Latin America,IT,user4850,Active,macOS Sonoma,Encrypted,5,83.06,33.27,No,1.32
AST000222,APP3168990221,Apple,"MacBook Pro 14""",Monitor,2023-07-31,770.58,2028-07-29,Latin America,HR,user5990,Active,,,0,26.67,56.8,No,1.25
AST000223,LEN9387690222,Lenovo,ThinkPad T14,Laptop,2023-02-05,1296.37,2028-02-04,Asia Pacific,Operations,user6592,Active,Windows 10,Unknown,7,66.58,53.61,No,1.74
AST000224,DEL3260610223,Dell,PowerEdge R740,Desktop,2019-07-30,1011.34,2022-07-29,Europe,Operations,user2978,Disposed,macOS Ventura,Unknown,1700,0.0,0.0,No,5.26
AST000225,DEL5538340224,Dell,Latitude 5420,Server,2024-08-08,13388.16,2029-08-07,Latin America,Marketing,,Active,,,7,49.73,68.31,No,0.23
AST000226,HP4084630225,HP,ProBook 450,Tablet,2019-06-10,762.28,2022-06-09,Europe,Finance,user5482,Active,,Encrypted,5,52.77,55.0,No,5.39
AST000227,APP8449040226,Apple,"MacBook Pro 16""",Tablet,2024-02-22,1196.09,2025-02-21,Europe,Marketing,user6657,In Storage,,Encrypted,313,0.0,71.12,No,0.69
AST000228,MIC4993710227,Microsoft,Surface Laptop 4,Monitor,2021-12-13,373.35,2022-12-13,North America,Finance,user1209,Active,,,6,63.83,88.1,No,2.88
AST000229,LEN5077770228,Lenovo,ThinkCentre M90,Desktop,2020-10-23,813.84,2025-10-22,Asia Pacific,Operations,user4675,Active,Ubuntu 22.04,Not Encrypted,0,64.89,49.18,No,4.02
AST000230,DEL8388570229,Dell,PowerEdge R740,Server,2022-09-03,12095.45,2027-09-02,Asia Pacific,Engineering,user8259,Retired,,,500,0.0,0.0,No,2.16
AST000231,MIC3770750230,Microsoft,Surface Pro 8,Tablet,2020-03-03,655.27,2025-03-02,Asia Pacific,IT,user1665,Active,,Encrypted,2,83.92,34.84,No,4.66
AST000232,LEN8420570231,Lenovo,ThinkPad T14,Server,2018-06-13,8178.59,,Europe,Finance,user6866,Active,,,5,58.8,80.29,Yes,6.38
AST000233,MIC6562680232,Microsoft,Surface Pro 8,Laptop,2022-08-31,2089.43,2027-08-30,North America,IT,user4579,Active,Ubuntu 22.04,Encrypted,6,25.98,44.38,No,2.17
AST000234,LEN1259050233,Lenovo,ThinkPad T14,Server,2020-09-25,14113.36,2023-09-25,Asia Pacific,Marketing,user5203,Disposed,,,837,0.0,0.0,Yes,4.1
AST000235,MIC1686520234,Microsoft,Surface Go 3,Server,2018-06-29,9240.16,,Europe,Engineering,user9736,Active,,,3,40.82,35.35,Yes,6.34
AST000236,APP1768060235,Apple,MacBook Air M1,Laptop,2024-01-12,1159.93,,Asia Pacific,Marketing,user6434,Active,Windows 10,Encrypted,6,62.03,91.08,No,0.8
AST000237,MIC1477270236,Microsoft,Surface Book 3,Desktop,2022-07-28,1600.03,2027-07-27,North America,HR,user2036,Active,Ubuntu 20.04,Encrypted,6,48.15,31.1,No,2.26
AST000238,DEL4093070237,Dell,OptiPlex 7090,Monitor,2024-10-20,776.08,2029-10-19,Europe,HR,user7406,Active,,,7,44.79,83.44,No,0.03
AST000239,LEN9928190238,Lenovo,ThinkPad T14,Laptop,2019-05-20,1671.34,2024-05-18,Europe,Finance,user6633,Active,Windows 11,Encrypted,6,54.91,91.55,Yes,5.45
AST000240,MIC2029720239,Microsoft,Surface Pro 8,Monitor,2019-04-15,413.99,2022-04-14,Latin America,HR,user5762,Active,,,0,75.34,90.6,No,5.55
AST000241,LEN9469340240,Lenovo,ThinkPad T14,Desktop,2019-02-14,884.7,2022-02-13,Latin America,Finance,user3496,Active,Windows 10,Encrypted,1,78.51,50.66,Yes,5.71
AST000242,LEN2843080241,Lenovo,ThinkPad T14,Desktop,2022-11-22,1181.0,2023-11-22,North America,Engineering,user6004,Active,macOS Ventura,Encrypted,5,28.73,77.64,No,1.94
AST000243,HP1384360242,HP,ProBook 450,Tablet,2020-12-14,841.28,2021-12-14,Latin America,Operations,user7637,In Storage,,Unknown,350,0.0,34.97,Yes,3.88
AST000244,HP6265600243,HP,ProLiant DL380,Monitor,2020-07-03,206.36,2023-07-03,Europe,Engineering,user9362,Retired,,,1387,0.0,0.0,No,4.33
AST000245,MIC1448870244,Microsoft,Surface Pro 8,Desktop,2023-01-02,1562.25,2024-01-02,Asia Pacific,Sales,user2029,Active,macOS Sonoma,Encrypted,2,67.83,61.43,No,1.83
AST000246,APP6417600245,Apple,"MacBook Pro 14""",Laptop,2021-08-20,1596.01,2022-08-20,Europe,Marketing,user6985,Active,macOS Sonoma,Encrypted,4,74.27,47.12,No,3.2
AST000247,LEN2650010246,Lenovo,ThinkSystem SR650,Monitor,2023-05-29,417.33,2024-05-28,North America,Operations,user5600,In Storage,,,33,0.0,62.62,No,1.43
AST000248,HP2412680247,HP,EliteDesk 800,Server,2019-04-10,11295.4,2020-04-09,North America,Marketing,user3095,In Repair,,,22,14.37,68.4,No,5.56
AST000249,HP7938890248,HP,ProBook 450,Laptop,2020-11-23,2196.22,2025-11-22,North America,Finance,user1305,Retired,macOS Sonoma,Encrypted,1238,0.0,0.0,No,3.94
AST000250,MIC4593160249,Microsoft,Surface Go 3,Server,2019-11-30,18490.58,2024-11-28,North America,Finance,user5333,Active,,,6,59.05,81.65,No,4.92
AST000251,APP1977160250,Apple,MacBook Air M1,Server,2019-03-21,12769.13,2020-03-20,Europe,Marketing,user9706,Active,,,6,73.72,69.36,Yes,5.62
AST000252,MIC8985310251,Microsoft,Surface Go 3,Laptop,2023-11-09,2890.19,2028-11-07,North America,Sales,user6742,Active,Windows 11,Encrypted,0,65.35,57.88,No,0.98
AST000253,LEN8211750252,Lenovo,ThinkPad T14,Server,2018-12-10,13042.87,2019-12-10,Latin America,HR,user1117,Active,,,6,36.76,30.36,No,5.89
AST000254,DEL6818660253,Dell,PowerEdge R740,Desktop,2024-07-25,1035.38,2029-07-24,Asia Pacific,Marketing,user8904,Active,macOS Ventura,Encrypted,6,56.7,69.77,No,0.27
AST000255,APP1055470254,Apple,"MacBook Pro 14""",Desktop,2020-07-30,1721.11,2025-07-29,Europe,Sales,user1852,Active,Ubuntu 20.04,Encrypted,2,26.52,63.04,No,4.25
AST000256,APP1602540255,Apple,"MacBook Pro 14""",Laptop,2020-12-13,3130.03,2025-12-12,Europe,Operations,user5693,Active,macOS Sonoma,Encrypted,1,59.59,77.09,No,3.88
AST000257,APP2650920256,Apple,MacBook Air M1,Laptop,2023-10-24,1231.92,2024-10-23,Asia Pacific,Engineering,user6893,Active,macOS Sonoma,Encrypted,0,70.96,63.19,No,1.02
AST000258,LEN3372880257,Lenovo,ThinkSystem SR650,Server,2024-07-28,11063.63,2027-07-28,Europe,Sales,user6703,Active,,,0,67.9,34.46,No,0.26
AST000259,APP3622920258,Apple,"MacBook Pro 14""",Tablet,2020-12-05,1241.96,2025-12-04,Latin America,Marketing,user9813,Active,,Unknown,1,56.31,62.71,No,3.9
AST000260,APP4702480259,Apple,"MacBook Pro 16""",Desktop,2023-02-23,1384.31,2026-02-22,North America,Operations,user4767,Active,macOS Ventura,Encrypted,0,51.33,46.76,No,1.69
AST000261,HP8162890260,HP,EliteBook 840,Monitor,2022-06-23,758.15,2027-06-22,Europe,Sales,user5408,Active,,,5,24.94,90.54,No,2.36
AST000262,HP6165960261,HP,ProBook 450,Desktop,2020-12-23,1152.44,2025-12-22,North America,Engineering,user2285,Active,macOS Sonoma,Encrypted,3,74.27,84.36,No,3.85
AST000263,LEN2344750262,Lenovo,ThinkCentre M90,Tablet,2023-07-10,443.32,2028-07-08,Latin America,Sales,user5591,In Storage,,Encrypted,324,0.0,86.47,No,1.31
AST000264,MIC3209890263,Microsoft,Surface Book 3,Laptop,2022-06-01,1878.54,,North America,HR,user1137,In Storage,macOS Ventura,Encrypted,119,0.0,59.72,Yes,2.42
AST000265,MIC3932120264,Microsoft,Surface Pro 8,Monitor,2024-02-25,611.57,2027-02-24,Europe,Marketing,user7099,Active,,,4,50.64,69.85,No,0.68
AST000266,HP9906490265,HP,EliteDesk 800,Laptop,2020-08-23,1872.11,2021-08-23,Asia Pacific,Engineering,,Active,macOS Sonoma,Encrypted,6,32.74,82.0,No,4.19
AST000267,LEN6875690266,Lenovo,ThinkPad X1 Carbon,Monitor,2022-06-20,534.49,2025-06-19,Asia Pacific,HR,user6483,Active,,,2,23.9,82.9,No,2.37
AST000268,DEL6352390267,Dell,Latitude 5420,Server,2021-12-09,9874.94,2026-12-08,Latin America,IT,user5663,In Storage,,,340,0.0,42.93,No,2.89
AST000269,APP1829540268,Apple,"MacBook Pro 16""",Tablet,2023-03-15,688.48,2024-03-14,Europe,HR,user7631,Active,,Encrypted,2,76.44,71.64,No,1.63
AST000270,LEN9957060269,Lenovo,ThinkCentre M90,Monitor,2024-10-15,213.86,2025-10-15,Europe,Operations,user8377,Active,,,4,77.7,80.76,No,0.04
AST000271,LEN2628160270,Lenovo,ThinkPad T14,Laptop,2019-11-15,943.33,2024-11-13,Latin America,HR,user2363,Active,Windows 11,Not Encrypted,1,24.15,87.11,No,4.96
AST000272,HP5664530271,HP,ProLiant DL380,Monitor,2019-06-02,281.07,2024-05-31,Europe,Marketing,user9856,Active,,,2,21.86,73.13,No,5.42
AST000273,MIC1000960272,Microsoft,Surface Go 3,Server,2023-11-15,13303.11,2024-11-14,Europe,HR,user5256,Active,,,4,79.08,61.31,No,0.96
AST000274,LEN6877830273,Lenovo,ThinkPad X1 Carbon,Server,2023-07-08,9371.06,2026-07-07,Europe,Finance,user9981,In Repair,,,22,8.99,79.78,No,1.32
AST000275,APP2971320274,Apple,MacBook Air M1,Server,2020-12-13,17595.27,2023-12-13,Europe,Finance,user9715,Active,,,3,53.58,82.0,No,3.88
AST000276,LEN8499370275,Lenovo,ThinkSystem SR650,Laptop,2023-01-29,1545.31,2024-01-29,North America,Finance,user2675,Active,Windows 10,Encrypted,7,32.21,31.26,Yes,1.75
AST000277,HP1587600276,HP,ProLiant DL380,Laptop,2020-06-08,1253.06,2021-06-08,Latin America,IT,,Active,Ubuntu 20.04,Encrypted,4,71.07,62.4,Yes,4.4
AST000278,APP9084470277,Apple,MacBook Air M1,Desktop,2020-10-21,889.93,2025-10-20,Europe,Sales,user1549,In Repair,macOS Sonoma,Encrypted,7,3.66,79.93,Yes,4.03
AST000279,LEN3283670278,Lenovo,ThinkPad T14,Monitor,2018-06-22,783.96,2023-06-21,Europe,Operations,user6905,Retired,,,2313,0.0,0.0,Yes,6.36
AST000280,APP3608040279,Apple,"MacBook Pro 14""",Monitor,2019-11-17,383.0,2020-11-16,North America,Operations,user3539,In Repair,,,25,3.59,81.29,Yes,4.96
AST000281,MIC8688040280,Microsoft,Surface Laptop 4,Monitor,2018-09-02,410.51,2021-09-01,Latin America,HR,user6690,In Storage,,,108,0.0,75.59,No,6.16
AST000282,HP6814560281,HP,EliteBook 840,Monitor,2023-06-11,296.21,2028-06-09,Europe,Sales,user8674,Active,,,4,55.28,61.86,No,1.39
AST000283,LEN6651360282,Lenovo,ThinkCentre M90,Monitor,2023-02-03,691.43,2028-02-02,Europe,Marketing,user6254,Active,,,6,67.69,87.39,No,1.74
AST000284,APP3009240283,Apple,MacBook Air M1,Tablet,2021-03-05,622.7,2024-03-04,Latin America,Operations,user1512,Active,,Encrypted,5,27.18,64.01,Yes,3.66
AST000285,APP1636480284,Apple,"MacBook Pro 16""",Tablet,2018-07-21,895.36,2023-07-20,Latin America,Engineering,user2310,In Storage,,Encrypted,340,0.0,76.66,Yes,6.28
AST000286,LEN3025000285,Lenovo,ThinkCentre M90,Laptop,2023-12-07,1694.53,2024-12-06,Europe,Marketing,user4784,Active,Ubuntu 22.04,Encrypted,1,74.24,35.07,No,0.9
AST000287,HP6766800286,HP,ProLiant DL380,Tablet,2019-03-09,721.25,2020-03-08,Asia Pacific,Operations,user2705,Retired,,Encrypted,1360,0.0,0.0,Yes,5.65
AST000288,HP6721300287,HP,ProLiant DL380,Tablet,2021-12-14,571.14,2026-12-13,Asia Pacific,HR,user6299,In Repair,,Encrypted,24,29.74,51.1,No,2.88
AST000289,APP3326650288,Apple,Mac Mini M1,Server,2018-01-01,9292.7,,Asia Pacific,IT,user5945,Retired,,,1345,0.0,0.0,Yes,6.83
AST000290,LEN6967070289,Lenovo,ThinkPad T14,Tablet,2019-01-22,1134.31,2022-01-21,North America,Operations,user5920,Active,,Encrypted,5,30.15,47.22,No,5.77
AST000291,LEN4648310290,Lenovo,ThinkPad T14,Server,2023-06-23,13797.93,2026-06-22,Latin America,Sales,user1916,Active,,,1,58.69,49.53,No,1.36
AST000292,DEL7031980291,Dell,Latitude 5420,Desktop,2022-04-16,1054.26,2027-04-15,Europe,Sales,user7436,Active,macOS Ventura,Encrypted,0,40.76,66.72,No,2.54
AST000293,APP6115590292,Apple,MacBook Air M1,Desktop,2021-10-08,1242.52,2022-10-08,Europe,Marketing,user3209,Active,Ubuntu 20.04,Encrypted,0,55.63,47.07,No,3.06
AST000294,MIC7227250293,Microsoft,Surface Pro 8,Desktop,2018-10-21,1546.83,2021-10-20,Asia Pacific,Finance,user6706,Active,macOS Ventura,Encrypted,6,41.02,90.07,Yes,6.03
AST000295,MIC2548500294,Microsoft,Surface Pro 8,Server,2022-12-10,17793.78,2027-12-09,Asia Pacific,IT,user1893,Active,,,3,32.98,54.3,No,1.89
AST000296,LEN8288340295,Lenovo,ThinkCentre M90,Laptop,2023-01-18,1987.88,2024-01-18,North America,Sales,user8913,Active,Ubuntu 20.04,Encrypted,5,33.59,64.97,No,1.79
